[0.018s] Invoking command in '/home/simone/thesis_ws/build/set_env_pkg': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /home/simone/thesis_ws/build/set_env_pkg -- -j12 -l12
[0.049s] Invoked command in '/home/simone/thesis_ws/build/set_env_pkg' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /home/simone/thesis_ws/build/set_env_pkg -- -j12 -l12
[0.075s] Invoking command in '/home/simone/thesis_ws/build/set_env_pkg': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --install /home/simone/thesis_ws/build/set_env_pkg
[0.082s] -- Install configuration: ""
[0.082s] -- Execute custom install script
[0.083s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/config/ekf.yaml
[0.083s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/launch/setup.launch.py
[0.083s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/maps/smalltown_world.pgm
[0.083s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/maps/smalltown_world.yaml
[0.084s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/meshes/arm_base.stl
[0.084s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/meshes/bicep.stl
[0.084s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/meshes/elbow.stl
[0.084s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/meshes/robot_base.stl
[0.084s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/meshes/wheel.stl
[0.085s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/meshes/wrist.stl
[0.085s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/models/robot_model.urdf
[0.085s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/models/robot_model_description/meshes/arm_base.stl
[0.085s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/models/robot_model_description/meshes/bicep.stl
[0.085s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/models/robot_model_description/meshes/elbow.stl
[0.085s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/models/robot_model_description/meshes/robot_base.stl
[0.085s] -- Up-to-date symlink: /home/simone/thesis_ws/install/set_env_pkg/share/set_env_pkg/models/robot_model_description/meshes/wheel.stl
